name,Location,URL,Avg Stars,Your Stars,Route Type,grade,Pitches,Length,Area Latitude,Area Longitude,id
A Ship Called Black Rock,(b) Central Area > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/107699032/a-ship-called-black-rock,3.3,-1,Trad,5.10c/d,1,70,47.82531,-121.55859,118
The Velvet Pedestal,(E) The Velvet > (a) West Side > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/110517234/the-velvet-pedestal,3.1,-1,Trad,5.10a,3,250,47.82514,-121.55905,119
36 Volts to Anywhere,(b) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119257893/36-volts-to-anywhere,3.6,-1,Trad,5.11a,3,180,47.81692,-121.57748,120
Hips and Valleys,Mid Wall > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/107727184/hips-and-valleys,2.8,-1,Trad,5.9,1,60,47.8191,-121.5719,121
Never Have I Ever Used A Stepstool,(b) Toxic - Tang Area > West Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114808620/never-have-i-ever-used-a-stepstool,2.2,-1,Trad,5.9+,1,90,47.81897,-121.57568,122
Up'er Zipper,(c) The Beach > (1) Upper Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108146751/uper-zipper,3.9,-1,Trad,5.11b,4,300,47.82399,-121.56549,123
Troubled Waters,(c) Missing Bottle Buttress > East Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/110165436/troubled-waters,3,-1,Trad,5.11a,1,50,47.81955,-121.57496,124
Town Crier,Full (or nearly) Wall Routes > (f) Central Wall Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106857410/town-crier,3.7,-1,"Trad, Aid",5.12d C2+,6,700,47.82384,-121.56581,125
Strength Through Bowling,(B) Sonic Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106857032/strength-through-bowling,2.8,-1,Trad,5.10c,1,80,47.81838,-121.57175,126
Clay,(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106329321/clay,3.9,-1,Trad,5.11d,2,200,47.82399,-121.56548,127
The Black Flag of the Schwarzer Kamin,(c) Earwax Wall > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108928507/the-black-flag-of-the-schwarzer-kamin,3.4,-1,Sport,5.10d,1,60,47.82329,-121.5678,128
Chronic Relief,Shady Lane West > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106461969/chronic-relief,2.7,-1,Sport,5.9+,1,60,47.82307,-121.56695,129
Black Cat Bone,The Blues Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106329275/black-cat-bone,3.9,-1,Trad,5.11c,1,100,47.81993,-121.5696,130
Phone Calls from the Dead,(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106194680/phone-calls-from-the-dead,3.2,-1,"Trad, Sport",5.11b,1,,47.81962,-121.56921,131
Beetle Bailey P2,(b) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/107891389/beetle-bailey-p2,3.6,-1,Trad,5.11a,1,100,47.81692,-121.57748,132
City Park (P2),"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119626742/city-park-p2,2.9,-1,Trad,5.10b,1,80,47.81847,-121.57139,133
Fairies Wear Boots,(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/111981539/fairies-wear-boots,3.8,-1,Trad,5.11,1,,47.82399,-121.56548,134
The Snake,Rattletale Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/110930455/the-snake,3.4,-1,"Trad, TR",5.10-,1,90,47.8243,-121.5613,135
Index Archeology,(b) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117065066/index-archeology,2.3,-1,Trad,5.8+,1,60,47.81692,-121.57748,136
Little Jupiter- Short Version,(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106052898/little-jupiter-short-version,3.6,-1,Sport,5.11d,1,80,47.81962,-121.56921,137
Bobcat Cringe,(G) Bowling-to-Cringe > (a) West Side > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/107377907/bobcat-cringe,3.9,-1,Trad,5.12b,2,100,47.82514,-121.55905,138
Jane Goodall,Rattletale Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113027093/jane-goodall,3.1,-1,Sport,5.11-,1,70,47.8243,-121.5613,139
Batskins,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106197963/batskins,3.5,-1,Trad,5.12b,1,100,47.81847,-121.57139,140
Tempitchuous,(d) Dana's Arch Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106555487/tempitchuous,3.7,-1,Sport,5.12a,3,250,47.82354,-121.56683,141
Dana's Arch,(d) Dana's Arch Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106329381/danas-arch,3.3,-1,"Trad, Sport, Aid",5.11 A3,4,,47.82354,-121.56683,142
Sideshow,(c) Earwax Wall > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106235537/sideshow,3.4,-1,Sport,5.10d,1,80,47.82329,-121.5678,143
Angora Grotto,(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108293441/angora-grotto,3.3,-1,Trad,5.11a,1,95,47.81962,-121.56921,144
Earwax,(c) Earwax Wall > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106328796/earwax,3.9,-1,Trad,5.11c,1,75,47.82329,-121.5678,145
Sabbra Cadabra,The Diamond > The Diamond Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113162952/sabbra-cadabra,3.7,-1,Trad,5.11c,8,550,47.8253,-121.561,146
Slapshot,(b) Toxic - Tang Area > West Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106206191/slapshot,3.3,-1,Sport,5.12a,1,90,47.81897,-121.57568,147
Baby Tapir,(b) Central Area > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/107526961/baby-tapir,2.6,-1,Trad,5.10d,1,60,47.82531,-121.55859,148
24 Hour Buccaneer,(D) Narrow Arrow and further right > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/105872570/24-hour-buccaneer,3.1,-1,Trad,5.11b,1,50,47.81859,-121.57101,149
Sushi Farmer,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/111799849/sushi-farmer,3.8,-1,Trad,5.12b/c,1,115,47.81847,-121.57139,150
Bravo Jean Marc,(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114522184/bravo-jean-marc,3.8,-1,Trad,5.11a,1,80,47.82399,-121.56548,151
Coal Train,Lower Rhythm > The Rhythm Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120713643/coal-train,2.4,-1,Trad,5.8,1,40,47.82058,-121.56988,152
Rope Eating Mice,(b) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117723114/rope-eating-mice,3.1,-1,Trad,5.10a/b,1,90,47.81692,-121.57748,153
Raggedy Andy,(c) Earwax Wall > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106328815/raggedy-andy,3.8,-1,Sport,5.12a/b,1,80,47.82329,-121.5678,154
Hairway to Stephen,(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106054430/hairway-to-stephen,3.1,-1,Sport,5.11a,1,110,47.81962,-121.56921,155
The Orangutan,Rattletale Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/110816706/the-orangutan,4,-1,Trad,5.12a,1,,47.8243,-121.5613,156
Like Honey,(D) Narrow Arrow and further right > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106918228/like-honey,3.5,-1,Trad,5.12a,1,100,47.81859,-121.57101,157
Behind the Eight Ball,(c) Foodbar Wall > West Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106194268/behind-the-eight-ball,3,-1,Trad,5.10a,1,100,47.81911,-121.57607,158
Narrow Arrow Overhang,(D) Narrow Arrow and further right > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106328225/narrow-arrow-overhang,4,-1,Trad,5.13a,2,120,47.81859,-121.57101,159
Everything Hertz,(b) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119296557/everything-hertz,2.8,-1,Trad,5.10b/c,2,140,47.81692,-121.57748,160
Dead Reckoning (aka the Terry-Michaels route),(c) The Beach > (1) Upper Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108245407/dead-reckoning-aka-the-terry-michaels-route,4,-1,"Trad, Sport",5.12a,2,200,47.82399,-121.56549,161
Those Two Hummingbirds Who Never Met,Hag Crag > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121083831/those-two-hummingbirds-who-never-met,2.9,-1,"Trad, TR",5.9,1,70,47.82545,-121.55725,162
Infinite Jest,(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/111958108/infinite-jest,3.8,-1,"Sport, TR",5.13b/c,1,70,47.82399,-121.56548,163
First Strike,Shady Lane West > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116687782/first-strike,2.9,-1,Trad,5.10a,1,60,47.82307,-121.56695,164
Master Wong (Short),(b) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120947964/master-wong-short,3.1,-1,Sport,5.10c/d,1,40,47.81692,-121.57748,165
Black Sea,(b) The Black Sea > (1) Upper Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108138896/black-sea,4,-1,"Trad, Sport",5.11+,2,250,47.82402,-121.56379,166
Heart's Desire,(e) Sport Wall > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/110853327/hearts-desire,4,-1,Sport,5.12b/c,1,110,47.82379,-121.566,167
Unnatural Act,Upper Rhythm > The Rhythm Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119463108/unnatural-act,3.8,-1,Sport,5.11b,1,,47.82061,-121.56993,168
MW crack,Mid Wall > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113428771/mw-crack,2.7,-1,"Trad, TR",5.11a,1,25,47.8191,-121.5719,169
Amandla,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106197952/amandla,4,-1,Sport,5.13c,1,80,47.81847,-121.57139,170
Harambe,Halloween > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122613350/harambe,3.8,-1,Trad,5.10d,1,110,47.82462,-121.55486,171
Leaping Lizards (Godzilla P2),"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/115009105/leaping-lizards-godzilla-p2,3.2,-1,Trad,5.10b,1,,47.81847,-121.57139,172
Seams Alright,Mid Wall > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/112891956/seams-alright,3.9,-1,Trad,5.11+,1,90,47.8191,-121.5719,173
Finger My Slot,(d) Walking Legend Wall > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/111127319/finger-my-slot,2.9,-1,Sport,5.11a,1,65,47.81721,-121.57599,174
Oyaji Milkman Loves the Sea,Lookout jr > Planet Index > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122604039/oyaji-milkman-loves-the-sea,3.5,-1,Trad,5.7+,1,70,47.82584,-121.55801,175
Endless Skies,Duck Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113623756/endless-skies,4,-1,Sport,5.12d,1,50,47.8249,-121.5601,176
Twelve Gauge IQ,The Blues Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106329281/twelve-gauge-iq,3.9,-1,Sport,5.12b,1,100,47.81993,-121.5696,177
Rise and Fall,Full (or nearly) Wall Routes > (f) Central Wall Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106875478/rise-and-fall,4,-1,Trad,5.12,5,600,47.82384,-121.56581,178
[Redacted],"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106911856/redacted,3.9,-1,Trad,5.12b,1,100,47.81847,-121.57139,179
Return to Easter Island,Moai > Planet Index > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122614263/return-to-easter-island,3.5,-1,Trad,5.9,1,100,47.82568,-121.55818,180
Shirlene,Halloween > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122613323/shirlene,3.4,-1,Trad,5.10c,1,100,47.82462,-121.55486,181
Tadpole,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106033899/tadpole,3.7,-1,Trad,5.11c,1,70,47.81847,-121.57139,182
Message to Love,Duck Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113162606/message-to-love,4,-1,Sport,5.12b,1,,47.8249,-121.5601,183
Geek Corners,(b) Toxic - Tang Area > West Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108439604/geek-corners,2.6,-1,Trad,5.10b,1,120,47.81897,-121.57568,184
